Rk,Player,Pos,Age,Tm,G,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
205,Gordon Hayward,SF,32,CHO,50,13.5,0.563,0.275,0.274,2.2,12.6,7.3,19.3,1.3,0.7,13.2,20,0.8,1.1,2,0.059,-1.1,-0.3,-1.4,0.2,50,31.5,5.5,11.6,0.475,1,3.2,0.325,4.5,8.4,0.532,0.52,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2,1.4,14.7
459,Isaiah Stewart,C,21,DET,50,13.1,0.56,0.465,0.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,1.1,0.9,2,0.068,-1,-1.1,-2.1,0,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
532,Delon Wright,PG,30,WAS,50,16.3,0.581,0.409,0.206,5.5,10.7,8.2,20.9,3.7,1.2,12.2,12.9,2.1,1.6,3.7,0.146,0.4,3.1,3.4,1.7,14,24.4,2.8,5.8,0.474,0.8,2.4,0.345,1.9,3.4,0.564,0.545,1,1.2,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4
72,Alec Burks,SG,31,DET,51,16.5,0.602,0.521,0.41,1.8,14.2,7.8,15.9,1.6,0.6,9.7,22.8,1.9,0.6,2.5,0.109,1.8,-0.5,1.2,0.9,8,22,3.9,9,0.436,1.9,4.7,0.414,2,4.3,0.459,0.544,3,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8
132,Goran Dragić,PG,36,CHI,51,10.2,0.514,0.428,0.137,1.9,7.9,5,24.7,0.7,0.5,15,21,-0.2,0.6,0.4,0.023,-2.1,-1.6,-3.7,-0.3,0,15.4,2.5,5.9,0.425,0.9,2.5,0.352,1.6,3.4,0.48,0.5,0.5,0.8,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4
199,Josh Hart,SF,27,POR,51,12.7,0.586,0.309,0.328,6.4,21.9,14.1,16,1.5,0.5,16,12.6,2,1.2,3.2,0.091,-0.9,0.7,-0.2,0.8,51,33.4,3.6,7.1,0.504,0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5
220,Caleb Houstan,SF,20,ORL,51,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11,0.1,0.5,0.7,0.039,-3.1,-0.9,-4,-0.4,4,15.9,1.3,3.6,0.363,0.9,2.7,0.338,0.4,0.9,0.435,0.489,0.3,0.4,0.833,0.7,1.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8
37,MarJon Beauchamp,SF,22,MIL,52,8.2,0.513,0.584,0.152,5.9,11,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5,11,13.5,1.8,4.7,0.395,0.9,2.7,0.331,0.9,1.9,0.485,0.492,0.5,0.7,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4,5.1
40,Saddiq Bey,SF,23,DET,52,14.3,0.552,0.483,0.345,4.2,13.9,8.9,8.5,1.6,0.7,7.2,21.3,1.5,0.8,2.3,0.074,0.5,-1.1,-0.7,0.5,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6,0.46,0.488,3.5,4,0.861,1.1,3.5,4.7,1.6,1,0.2,1,1.7,14.8
148,Simone Fontecchio,SF,27,UTA,52,8,0.495,0.612,0.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,-0.4,0.3,-0.1,-0.004,-3,-2.1,-5.2,-0.6,6,14.7,2.2,6,0.369,1.2,3.7,0.33,1,2.3,0.43,0.47,0.7,0.8,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,1.2,6.3
238,Reggie Jackson,PG,32,LAC,52,10.3,0.523,0.43,0.129,1.9,7.8,4.9,19.8,1.4,0.3,15.1,20.8,-0.4,1,0.6,0.02,-2.6,-1,-3.7,-0.6,38,25.7,4.1,9.8,0.418,1.5,4.2,0.35,2.6,5.6,0.469,0.493,1.2,1.3,0.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9
288,Kawhi Leonard,SF,31,LAC,52,23.9,0.623,0.287,0.32,3.7,17.8,10.8,19.6,2,1.4,8.1,27,4.9,2.2,7.1,0.194,5.1,0.9,6.1,3.5,50,33.6,8.6,16.8,0.512,2,4.8,0.416,6.6,11.9,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8
294,Isaiah Livers,PF,24,DET,52,8.4,0.567,0.705,0.135,2.5,11,6.6,4.8,1.1,2.1,9,11.9,0.5,0.5,1,0.041,-2.1,-0.3,-2.4,-0.1,22,23.1,2.3,5.5,0.417,1.4,3.9,0.365,0.9,1.6,0.541,0.545,0.6,0.8,0.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,2,6.7
315,Wesley Matthews,SF,36,MIL,52,7,0.519,0.775,0.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,0.073,-3.4,0.8,-2.7,-0.1,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4
367,Jusuf Nurkić,C,28,POR,52,17.3,0.589,0.236,0.38,9.3,29.7,19.5,16.4,1.5,2.8,16.8,22.1,1.2,1.5,2.7,0.092,-0.6,0.7,0.1,0.7,52,26.8,5,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3
414,Austin Rivers,SG,30,MIN,52,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,0.061,-3.3,0.5,-2.8,-0.2,10,19.5,1.8,4,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9
448,Jericho Sims,C,24,NYK,52,13.8,0.78,0.009,0.15,13.3,19.4,16.4,4,0.9,3.2,19.1,7.4,1.6,0.9,2.6,0.153,-1,0.5,-0.5,0.3,16,15.6,1.6,2.1,0.776,0,0,0,1.6,2,0.783,0.776,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4
477,Juan Toscano-Anderson,SF,29,TOT,52,7.2,0.505,0.301,0.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,-0.1,0.6,0.5,0.038,-4.6,0.8,-3.8,-0.3,9,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3
484,Jarred Vanderbilt,PF,23,UTA,52,16,0.607,0.183,0.328,10.6,24.5,17.6,15.3,2,1,16,14.1,2.1,1.6,3.6,0.139,0,1.5,1.5,1.1,41,24.1,3.3,6,0.556,0.4,1.1,0.333,3,4.9,0.606,0.587,1.3,2,0.657,2.3,5.5,7.9,2.7,1,0.3,1.3,2.6,8.3
507,Russell Westbrook,PG,34,LAL,52,15.3,0.496,0.292,0.326,4.4,18.2,11.5,38.5,1.7,1.3,18.1,28.8,-1.2,1.9,0.7,0.023,-0.2,0.1,-0.1,0.7,3,28.7,5.8,14,0.417,1.2,4.1,0.296,4.6,9.9,0.467,0.46,3,4.6,0.655,1.1,5,6.2,7.5,1,0.4,3.5,2.3,15.9
49,Devin Booker,SG,26,PHO,53,22,0.601,0.296,0.336,2.7,12,7.2,27.3,1.4,0.9,10.6,31.8,4.2,1.9,6,0.157,4.5,-0.3,4.2,2.9,53,34.6,9.9,20.1,0.494,2.1,6,0.351,7.8,14.2,0.554,0.546,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1,0.3,2.7,3,27.8
123,Spencer Dinwiddie,SG,29,DAL,53,16.1,0.599,0.491,0.298,1.2,9.4,5.2,23.8,1.1,0.8,10.3,21.9,3.3,1,4.3,0.114,2,-1.2,0.9,1.3,53,34.1,6,13.1,0.455,2.6,6.4,0.405,3.4,6.7,0.504,0.555,3.2,3.9,0.821,0.4,2.7,3.1,5.3,0.7,0.3,1.7,2.3,17.7
147,Malachi Flynn,PG,24,TOR,53,8.7,0.479,0.55,0.136,2.3,10.8,6.2,13.7,1.5,0.6,8.9,17.4,0,0.5,0.5,0.034,-3.3,-0.8,-4.1,-0.4,2,13,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.457,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,1.2,4.6
171,Devonte' Graham,PG,27,NOP,53,11.8,0.545,0.823,0.255,1.7,8.4,5,18.7,1.8,1.2,9.5,15,0.9,0.9,1.8,0.105,-0.4,0.6,0.2,0.4,0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3
362,Zeke Nnaji,PF,22,DEN,53,12.5,0.62,0.332,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,0.9,0.7,1.6,0.106,-2.7,-0.9,-3.7,-0.3,5,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.605,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2,5.2
461,Jalen Suggs,SG,21,ORL,53,12.5,0.528,0.455,0.268,5,9.6,7.3,18,2.6,2.1,15.9,20.3,-0.2,1.5,1.4,0.053,-1.8,0.8,-1,0.3,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,0.493,1.6,2.2,0.723,1,2,3,2.9,1.3,0.5,1.8,2.3,9.9
462,Edmond Sumner,SG,27,BRK,53,14,0.597,0.323,0.401,2,9.9,6,13.3,2.1,1.2,13.6,22.1,0.6,0.7,1.3,0.086,-2.4,-0.2,-2.6,-0.1,12,13.9,2.3,5.1,0.461,0.6,1.6,0.356,1.8,3.4,0.511,0.519,1.9,2,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1
521,Kenrich Williams,PF,28,OKC,53,14.4,0.585,0.387,0.113,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,2,1.3,3.3,0.133,0.1,0.4,0.5,0.8,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2,0.8,0.3,0.6,2.1,8
45,Bogdan Bogdanović,SG,30,ATL,54,14.2,0.586,0.589,0.126,1.6,10.4,6,13.4,1.4,1,9.2,19.8,1.8,1,2.8,0.088,1.1,-0.7,0.5,0.9,9,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,4.6,0.506,0.566,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14
210,Haywood Highsmith,PF,26,MIA,54,8.5,0.517,0.505,0.13,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,-0.3,1.3,0.9,0.046,-3.7,0.7,-3.1,-0.3,11,17.9,1.7,4,0.431,0.7,2,0.339,1,2,0.523,0.516,0.2,0.5,0.464,1.1,2.4,3.5,0.8,0.7,0.3,0.8,1.5,4.4
293,Nassir Little,SF,22,POR,54,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1,1.8,10,16,0.2,0.4,0.7,0.032,-1.6,-1.4,-3,-0.3,4,18.1,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.538,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6
313,Garrison Mathews,SG,26,TOT,54,9.7,0.573,0.896,0.264,1.7,10,5.8,5.1,1.7,0.7,7.8,14.7,0.7,0.3,1,0.067,-2,-0.4,-2.4,-0.1,0,12.7,1.4,3.7,0.363,1.2,3.3,0.35,0.2,0.4,0.476,0.52,0.9,1,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,1.1,4.8
399,Taurean Prince,PF,28,MIN,54,10,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1,1.3,0.052,-2.6,-0.6,-3.3,-0.4,4,22.1,3.3,7,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1
426,D'Angelo Russell,PG,26,MIN,54,16.1,0.604,0.521,0.23,1.8,8.5,5.2,27,1.6,1,15.5,22.8,2.3,1.5,3.8,0.103,1.9,-0.7,1.2,1.4,54,32.9,6.3,13.5,0.465,2.7,7,0.391,3.5,6.4,0.546,0.567,2.6,3.1,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9
450,Dennis Smith Jr.,PG,25,CHO,54,11.6,0.475,0.246,0.235,2,11,6.4,26.1,2.6,1.6,14.1,17.6,-0.4,1.5,1.1,0.039,-3.5,1.2,-2.2,-0.1,15,25.7,3.4,8.4,0.412,0.4,2.1,0.216,3,6.3,0.475,0.438,1.4,2,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8
535,Thaddeus Young,PF,34,TOR,54,14.1,0.573,0.172,0.131,9.4,14.6,11.8,12.9,3.4,0.6,16.7,13.5,0.7,1.1,1.8,0.109,-1.8,1.9,0.1,0.4,9,14.7,2,3.7,0.545,0.1,0.6,0.176,1.9,3,0.622,0.561,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1,0.1,0.8,1.6,4.4
1,Precious Achiuwa,C,23,TOR,55,15.2,0.554,0.267,0.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,0.093,-1.4,-0.8,-2.3,-0.1,12,20.7,3.6,7.3,0.485,0.5,2,0.269,3,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6,0.9,0.6,0.5,1.1,1.9,9.2
36,Malik Beasley,SG,26,UTA,55,11.5,0.535,0.704,0.066,2,12.3,7.2,9,1.4,0.5,8,21.2,0.3,1,1.2,0.04,-0.4,-1.2,-1.6,0.2,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4
239,LeBron James,PF,38,LAL,55,23.9,0.583,0.309,0.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,3.2,2.4,5.6,0.138,5.5,0.6,6.1,4,54,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.549,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9
300,Kyle Lowry,PG,36,MIA,55,12.6,0.565,0.639,0.278,2.8,12.9,7.7,23.4,1.7,1.2,15.9,16.7,1.5,1.9,3.4,0.096,-0.7,0.8,0.2,0.9,44,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1,0.4,1.9,2.6,11.2
30,Will Barton,SG,32,TOT,56,10,0.493,0.495,0.129,1.7,13.5,7.7,15.4,1.4,1.1,11.1,18.9,-0.4,0.8,0.4,0.021,-2,-0.6,-2.6,-0.2,2,17.7,2.5,6.5,0.379,1.2,3.2,0.367,1.3,3.3,0.391,0.47,0.7,0.8,0.787,0.3,2.2,2.4,2,0.5,0.2,0.9,1,6.8
58,Mikal Bridges,SF,26,PHO,56,14.8,0.574,0.342,0.228,3,10.4,6.6,14.1,1.6,2,8.5,19.2,2.7,2.2,4.9,0.116,0.4,0.6,1,1.6,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9,0.503,0.529,2.8,3.1,0.897,1,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2
92,Brandon Clarke,PF,26,MEM,56,20,0.682,0.017,0.393,9,21.2,15.1,9.5,1.5,3.1,11.8,17.7,2.7,1.8,4.5,0.199,0.8,1.8,2.5,1.3,8,19.5,4.1,6.2,0.656,0,0.1,0.167,4.1,6.1,0.665,0.658,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1,2.3,10
108,Stephen Curry,PG,34,GSW,56,24.1,0.656,0.564,0.248,2.3,16.8,9.7,30,1.3,0.9,12.5,31,5.8,2,7.8,0.192,7.5,0.1,7.5,4.7,56,34.7,10,20.2,0.493,4.9,11.4,0.427,5.1,8.8,0.579,0.614,4.6,5,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4
110,Anthony Davis,C,29,LAL,56,27.8,0.627,0.077,0.462,11.3,27.6,19.7,13,1.5,5.1,9.5,28.4,5.5,3.4,9,0.226,4.6,1.7,6.3,4,54,34,9.7,17.2,0.563,0.3,1.3,0.257,9.3,15.9,0.589,0.573,6.2,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2,2.2,2.6,25.9
120,Hamidou Diallo,SF,24,DET,56,15.7,0.593,0.056,0.395,6.2,15.7,10.8,9.2,2.6,1.4,13.9,21.8,0.4,0.9,1.3,0.063,-1.8,0.4,-1.4,0.1,0,17.8,3.8,6.7,0.573,0.1,0.4,0.238,3.8,6.3,0.593,0.58,1.6,2.6,0.588,1,2.4,3.5,1,0.9,0.3,1.3,2.2,9.3
160,Rudy Gay,PF,36,UTA,56,9,0.475,0.453,0.171,4.4,17,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,0.018,-3.6,-0.4,-4,-0.4,0,14.6,1.9,5.1,0.38,0.6,2.3,0.254,1.4,2.8,0.484,0.437,0.8,0.9,0.857,0.6,2.3,2.9,1,0.3,0.3,0.7,1.2,5.2
161,Paul George,SF,32,LAC,56,19.6,0.588,0.424,0.293,2.6,17,9.9,24.2,2.1,0.9,13.4,29.5,2.3,2.3,4.6,0.114,2.4,0.3,2.8,2.3,56,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,0.536,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8
180,Jeff Green,PF,36,DEN,56,11,0.576,0.317,0.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17,0.8,0.8,1.7,0.074,-2.4,-1,-3.4,-0.4,4,19.5,2.9,5.9,0.488,0.5,1.9,0.288,2.3,4,0.58,0.534,1.6,2.1,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,1.8,7.8
186,Tyrese Haliburton,PG,22,IND,56,23.6,0.624,0.478,0.239,1.9,10.1,6,47.6,2.3,1.1,13.2,23.8,6.4,1.2,7.6,0.195,7,0.2,7.2,4.4,56,33.6,7.4,15,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7
219,Danuel House Jr.,SF,29,PHI,56,9.4,0.6,0.558,0.305,1.3,12.2,6.9,7.5,0.9,1,10.4,13.8,0.6,0.7,1.3,0.075,-2.5,-0.5,-3,-0.2,5,14.4,1.7,3.5,0.472,0.7,2,0.336,1,1.6,0.644,0.566,0.8,1.1,0.75,0.2,1.5,1.7,0.8,0.3,0.2,0.5,1.2,4.8
225,Bones Hyland,PG,22,TOT,56,14.9,0.535,0.552,0.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28,0.3,1.1,1.4,0.062,0.4,-1.2,-0.8,0.3,1,19.4,4.1,10.2,0.399,2.1,5.6,0.371,2,4.6,0.434,0.502,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7,11.8
323,Jalen McDaniels,SF,25,CHO,56,11.6,0.551,0.409,0.211,3.1,16.5,9.6,10.5,2.1,1.7,12.9,17.5,0.1,1.7,1.8,0.057,-2.7,0.7,-2,0,21,26.7,3.9,8.8,0.447,1.2,3.6,0.322,2.8,5.2,0.534,0.513,1.6,1.9,0.846,0.8,4,4.8,2,1.2,0.5,1.4,2.8,10.6
385,Mason Plumlee,C,32,CHO,56,20,0.673,0,0.646,12.2,24.1,18.1,18.7,1,1.9,14.6,15.7,4.3,1.8,6.1,0.183,1.5,0.9,2.4,1.8,56,28.5,4.7,7.1,0.669,0,0,,4.7,7.1,0.669,0.669,2.8,4.6,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2
456,Jeremy Sochan,PF,19,SAS,56,11.4,0.509,0.243,0.21,6.9,15.6,11,13.6,1.4,1.3,13.9,19.8,-0.5,0.7,0.2,0.005,-2.8,-1.2,-4,-0.7,53,26,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11
494,Jabari Walker,SF,20,POR,56,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6,0,11.1,1.5,3.5,0.419,0.3,1,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9
496,Lonnie Walker IV,SG,24,LAL,56,12.2,0.57,0.472,0.201,1.2,7.6,4.5,7,1.1,1.1,7.4,20.2,0.8,1,1.8,0.066,-0.9,-0.5,-1.4,0.2,32,23.2,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7
84,Wendell Carter Jr.,C,23,ORL,57,17.3,0.621,0.367,0.318,8,25.3,16.6,12,0.9,1.9,13.2,20.5,2.6,2,4.6,0.13,0.9,0.1,1,1.3,54,29.6,5.6,10.8,0.525,1.4,3.9,0.356,4.2,6.8,0.624,0.591,2.5,3.4,0.738,2.1,6.6,8.7,2.3,0.5,0.6,1.9,2.8,15.2
178,JaMychal Green,PF,32,GSW,57,15.5,0.65,0.44,0.266,10.1,18,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1,2.2,0.133,-0.7,0.2,-0.5,0.3,1,14,2.4,4.4,0.54,0.7,1.9,0.378,1.6,2.5,0.667,0.623,0.9,1.2,0.776,1.3,2.3,3.6,0.9,0.4,0.4,0.9,1.8,6.4
193,Montrezl Harrell,C,29,PHI,57,17.6,0.631,0.029,0.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,1.3,0.8,2.2,0.153,-0.9,-0.4,-1.3,0.1,7,11.9,2.2,3.7,0.598,0,0.1,0,2.2,3.6,0.616,0.598,1.2,1.8,0.693,1.2,1.6,2.8,0.6,0.3,0.4,0.6,1.3,5.6
361,Daishen Nix,PG,20,HOU,57,5.3,0.447,0.591,0.152,2.1,9.7,5.9,19.2,1.6,0.7,25.4,15.4,-1.5,0.3,-1.2,-0.062,-5,-1.5,-6.5,-1,7,16,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.426,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1,4
